,"Consumer Price Index for All Urban Consumers (CPI-U): U.S. city average, by expenditure category, January 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Dec.
2023",Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Unadjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Seasonally adjusted indexes,Unadjusted percent change,Unadjusted percent change,Unadjusted percent change,Unadjusted percent change,Seasonally adjusted percent change,Seasonally adjusted percent change,Seasonally adjusted percent change,One Month,One Month,One Month,One Month,Twelve Month,Twelve Month,Twelve Month,Twelve Month
,,,"Jan.
3,Fruits and vegetables,1.410,351.029,351.249,345.814,346.269,350.986,350.724,351.646,350.428,351.020,351.952,350.736,350.250,354.798,350.070,350.250,346.264,344.508,348.415,350.510,352.190,351.757,351.441,352.064,352.260,352.435,353.786,1.1,-0.3,-0.1,1.3,0.1,0.0,0.4,0.005,0.30,L-Jul. 2023,0.5,0.015,0.54,L-Oct. 2023,1.1
4,Fresh fruits and vegetables,1.070,398.196,396.163,388.507,390.265,395.219,394.243,394.826,393.720,394.039,394.814,397.040,394.565,400.509,395.879,394.572,389.236,387.968,392.447,394.997,396.730,396.266,395.280,395.077,396.914,396.374,398.191,0.6,0.6,-0.6,1.5,0.5,-0.1,0.5,0.005,0.37,L-Nov. 2023,0.5,0.006,0.65,L-Aug. 2023,0.8
5,Fresh fruits,0.575,406.905,410.242,403.347,407.008,412.308,407.828,407.104,405.319,407.913,411.392,416.135,413.441,414.589,406.402,406.602,402.688,399.712,404.436,407.946,410.391,410.567,410.656,413.912,417.614,419.105,414.075,1.9,1.2,-0.6,0.3,0.9,0.4,-1.2,-0.007,0.52,S-Jul. 2021,-1.3,0.011,1.01,S-Oct. 2023,1.8
6,Apples,0.070,372.933,376.556,376.465,380.371,387.719,384.824,395.575,396.512,387.201,346.674,341.815,341.314,339.744,381.809,378.497,377.859,378.835,383.490,376.614,383.015,381.978,379.578,354.035,355.042,355.312,347.831,-8.9,-1.4,-0.1,-0.5,0.3,0.1,-2.1,-0.002,1.00,S-Oct. 2023,-6.7,-0.007,2.13,S-Aug. 2015,-9.7
6,Bananas(4),0.085,208.819,212.403,209.243,209.660,209.503,208.359,209.612,209.580,208.806,208.615,207.731,207.757,204.602,208.819,212.403,209.243,209.660,209.503,208.359,209.612,209.580,208.806,208.615,207.731,207.757,204.602,-2.0,-0.4,0.0,-1.5,-0.4,0.0,-1.5,-0.001,0.64,S-Mar. 2023,-1.5,-0.002,1.24,S-Dec. 2020,-4.0
6,Citrus fruits(5),0.162,288.893,292.211,293.528,297.207,299.477,289.919,293.798,293.631,296.557,301.922,306.679,294.514,292.283,297.480,294.393,294.063,290.661,290.016,288.284,291.978,292.738,295.101,300.993,306.737,308.446,300.972,1.2,1.6,-4.0,-0.8,1.9,0.6,-2.4,-0.004,0.84,S-Jul. 2021,-3.6,0.002,1.54,S-Oct. 2023,1.1
7,"Oranges, including tangerines(6)",,569.592,564.609,556.254,559.333,571.166,569.873,582.717,587.039,592.537,603.274,611.186,578.095,571.259,587.620,575.517,575.207,567.452,567.071,564.439,571.220,571.883,576.369,588.518,600.068,602.986,589.339,0.3,1.3,-5.4,-1.2,2.0,0.5,-2.3,,1.43,S-Jul. 2021,-4.1,,1.92,S-Oct. 2023,0.2
6,Other fresh fruits(5),0.258,137.308,137.594,132.328,133.491,136.161,136.336,132.805,131.300,133.793,139.970,143.069,144.978,147.471,133.975,133.071,130.041,130.417,134.055,139.313,137.543,137.737,137.811,140.938,141.460,142.955,143.892,7.4,2.2,1.3,1.7,0.4,1.1,0.7,0.002,1.13,S-Nov. 2023,0.4,0.018,2.02,L-Sep. 2022,7.8
5,Fresh vegetables,0.495,387.760,380.016,371.572,371.298,375.870,378.627,380.599,380.219,378.117,376.011,375.550,373.315,384.271,383.518,380.610,373.776,374.331,378.535,380.056,381.025,379.883,377.755,373.870,373.715,371.015,380.068,-0.9,-0.1,-0.6,2.9,0.0,-0.7,2.4,0.012,0.49,L-Jan. 2020,2.7,-0.005,0.83,L-Aug. 2023,1.0
6,Potatoes,0.073,422.248,432.550,428.283,430.341,437.938,444.869,455.949,463.969,448.409,430.230,410.579,403.266,420.962,432.000,439.924,434.340,434.179,435.091,436.956,437.767,439.236,433.064,420.899,436.632,426.777,430.683,-0.3,-4.6,-1.8,4.4,3.7,-2.3,0.9,0.001,0.96,L-Nov. 2023,3.7,-0.001,1.57,L-Nov. 2023,0.8
6,Lettuce,0.064,436.546,410.066,386.943,398.562,411.932,398.196,398.761,390.431,391.509,397.336,406.738,392.374,385.519,428.486,412.969,387.959,402.049,418.938,409.489,408.953,404.994,397.129,393.146,383.443,374.171,378.401,-11.7,2.4,-3.5,-1.7,-2.5,-2.4,1.1,0.001,1.17,L-May 2023,4.2,-0.009,2.06,L-Nov. 2023,-10.2
6,Tomatoes,0.082,374.035,365.251,352.798,342.056,335.461,350.732,348.881,346.990,350.142,347.495,358.148,362.546,380.774,360.635,359.763,352.981,345.979,348.768,354.423,355.919,351.477,354.188,348.795,348.785,350.993,367.131,1.8,3.1,1.2,5.0,0.0,0.6,4.6,0.004,1.05,L-Jan. 2020,5.3,0.002,1.57,L-Jul. 2023,2.0
6,Other fresh vegetables,0.276,378.017,369.993,365.064,364.561,369.777,371.472,372.503,372.192,371.354,371.917,370.866,370.845,382.051,373.678,369.910,366.839,367.572,369.910,371.691,372.903,373.008,371.827,370.810,369.738,369.959,377.666,1.1,-0.3,0.0,3.0,-0.3,0.1,2.1,0.006,0.73,L-Apr. 2017,3.4,0.003,1.08,L-Jun. 2023,1.2
5,Processed fruits and vegetables(5),0.340,197.142,200.624,199.766,198.194,201.428,202.280,203.478,202.389,203.240,204.179,198.189,200.748,202.042,198.413,200.738,199.697,197.645,199.772,200.693,201.892,201.606,202.353,204.041,201.777,202.961,203.346,2.5,-2.9,1.3,0.6,-1.1,0.6,0.2,0.001,0.43,S-Nov. 2023,-1.1,0.009,0.83,S-Sep. 2021,1.8
6,Canned fruits and vegetables(5),0.167,210.102,212.165,211.166,209.815,211.946,212.930,215.537,214.322,216.101,217.223,210.827,214.317,215.444,211.567,212.326,211.536,210.363,210.466,211.593,213.723,213.185,214.271,215.743,214.577,216.842,216.945,2.5,-2.9,1.7,0.5,-0.5,1.1,0.0,0.000,0.59,S-Nov. 2023,-0.5,0.005,0.97,L-Oct. 2023,3.2
7,Canned fruits(5)(6),,198.517,202.009,200.415,200.391,202.958,202.402,203.091,200.388,205.908,205.668,202.124,205.242,202.795,200.432,201.761,200.568,200.062,201.252,202.163,201.997,200.154,205.346,204.913,204.497,205.901,204.752,2.2,-1.7,1.5,-1.2,-0.2,0.7,-0.6,,0.93,S-Aug. 2023,-0.9,,1.70,S-Nov. 2023,1.9
7,Canned vegetables(5)(6),,225.334,226.573,225.915,222.954,224.883,226.376,230.253,230.449,230.546,232.629,224.394,226.922,231.164,226.168,226.998,226.067,223.540,223.592,224.579,227.753,228.255,228.654,230.900,229.349,231.105,232.020,2.6,-3.5,1.1,1.9,-0.7,0.8,0.4,,0.84,S-Nov. 2023,-0.7,,1.03,L-Oct. 2023,3.3
6,Frozen fruits and vegetables(5),0.105,179.755,188.216,188.170,185.550,189.457,190.689,190.385,189.463,189.783,190.659,184.937,185.691,186.672,181.015,187.923,187.768,184.205,187.625,188.760,189.405,189.221,189.620,190.688,188.064,188.605,187.981,3.8,-3.0,0.4,0.5,-1.4,0.3,-0.3,0.000,0.84,S-Nov. 2023,-1.4,0.004,1.92,S-Nov. 2021,2.8
7,Frozen vegetables(6),,251.446,263.467,262.581,263.951,268.798,269.788,270.491,268.672,268.118,269.053,259.507,260.632,263.955,253.378,263.849,262.954,262.022,265.660,266.543,268.479,267.760,269.046,268.618,262.803,265.258,265.985,5.0,-3.5,0.4,1.3,-2.2,0.9,0.3,,1.07,S-Nov. 2023,-2.2,,2.53,S-Jan. 2022,2.7
6,Other processed fruits and vegetables including dried(5),0.068,188.305,187.616,185.910,185.414,190.079,190.050,190.230,189.208,188.710,189.304,183.994,187.024,189.109,189.323,187.564,185.998,185.149,188.230,188.579,188.505,188.499,187.907,190.241,187.794,188.196,190.132,0.4,-2.8,1.6,1.1,-1.3,0.2,1.0,0.001,0.70,L-Oct. 2023,1.2,0.000,1.35,S-Aug. 2021,-1.6
7,"Dried beans, peas, and lentils(4)(5)(6)",,228.258,220.879,220.260,216.599,221.659,221.070,221.908,219.374,219.182,223.153,218.062,222.896,222.964,228.258,220.879,220.260,216.599,221.659,221.070,221.908,219.374,219.182,223.153,218.062,222.896,222.964,-2.3,-2.3,2.2,0.0,-2.3,2.2,0.0,,1.06,S-Nov. 2023,-2.3,,1.79,S-Sep. 2019,-5.1
3,Nonalcoholic beverages and beverage materials,1.027,213.359,215.925,216.329,215.833,216.460,216.146,216.056,216.642,216.736,216.952,215.604,215.872,220.573,213.079,214.734,215.334,215.184,216.573,216.395,216.544,216.379,216.382,216.356,217.242,217.672,220.282,3.4,-0.6,0.1,2.2,0.4,0.2,1.2,0.012,0.39,L-Jul. 2022,2.2,0.035,0.55,L-Sep. 2023,4.0
4,Juices and nonalcoholic drinks(5),0.730,168.424,170.753,171.251,171.162,171.635,171.057,170.830,171.900,171.744,172.506,171.322,172.225,176.438,167.953,169.511,170.136,170.669,172.054,171.874,171.512,171.874,171.380,171.777,172.565,173.470,175.944,4.8,-0.7,0.5,2.4,0.5,0.5,1.4,0.010,0.45,L-Jul. 2022,1.8,0.035,0.78,L-Aug. 2023,5.8
5,Carbonated drinks,0.324,219.037,220.774,221.504,222.687,221.116,220.123,219.834,223.668,221.685,223.706,221.733,222.813,229.578,217.919,218.739,219.488,222.287,221.729,222.241,221.765,222.775,220.941,221.808,223.931,224.789,228.406,4.8,-0.9,0.5,3.0,1.0,0.4,1.6,0.005,0.82,L-Jul. 2022,2.3,0.015,1.34,L-Aug. 2023,6.1
5,Frozen noncarbonated juices and drinks(4)(5),0.008,201.064,208.506,207.773,205.675,220.915,221.279,224.696,225.338,230.858,235.483,232.597,235.860,259.311,201.064,208.506,207.773,205.675,220.915,221.279,224.696,225.338,230.858,235.483,232.597,235.860,259.311,29.0,-1.2,1.4,9.9,-1.2,1.4,9.9,0.001,1.04,L-EVER,–,0.002,2.15,L-EVER,–
5,Nonfrozen noncarbonated juices and drinks(5),0.397,149.894,152.554,152.973,152.266,153.581,153.175,152.917,152.641,153.321,153.424,152.611,153.431,156.204,149.897,151.941,152.274,151.741,153.920,153.439,153.028,153.122,153.136,153.261,153.392,153.660,156.207,4.2,-0.5,0.5,1.8,0.1,0.2,1.7,0.007,0.57,L-Apr. 2022,1.9,0.017,0.89,L-Sep. 2023,4.7
4,Beverage materials including coffee and tea(5),0.298,141.512,142.619,142.537,141.613,142.074,142.513,142.759,141.955,142.471,141.452,140.795,139.615,141.736,141.785,142.392,142.547,141.393,141.480,141.694,142.136,141.272,142.315,141.594,141.995,141.308,142.009,0.2,-0.5,-0.8,1.5,0.3,-0.5,0.5,0.001,0.64,L-Sep. 2023,0.7,0.000,0.93,S-Apr. 2021,0.0
5,Coffee,0.186,239.827,240.617,239.478,237.183,238.576,237.471,238.433,236.862,237.098,236.496,234.110,230.788,236.506,239.496,240.019,239.303,237.183,236.956,235.999,237.265,236.143,237.249,236.112,236.489,234.733,236.180,-1.4,-1.0,-1.4,2.5,0.2,-0.7,0.6,0.001,0.85,L-Dec. 2022,0.7,-0.003,1.16,L-Nov. 2023,-0.1
6,Roasted coffee(6),,252.268,252.125,252.586,248.998,250.465,249.818,251.538,249.034,249.755,248.964,246.181,243.395,249.264,252.037,251.916,252.024,249.519,249.052,248.286,249.928,248.256,249.786,248.155,249.082,247.011,249.035,-1.2,-1.1,-1.1,2.4,0.4,-0.8,0.8,,1.09,L-Dec. 2022,0.9,,1.62,L-Nov. 2023,-0.3
6,Instant coffee(4)(6),,221.354,223.829,218.463,219.488,220.773,218.516,216.698,219.228,218.211,215.712,216.189,212.490,216.210,221.354,223.829,218.463,219.488,220.773,218.516,216.698,219.228,218.211,215.712,216.189,212.490,216.210,-2.3,0.2,-1.7,1.8,0.2,-1.7,1.8,,1.03,L-Jan. 2023,3.6,,2.19,S-Nov. 2020,-4.2
5,Other beverage materials including tea(4)(5),0.112,151.576,154.026,155.101,154.960,154.743,157.364,156.992,156.376,157.672,155.271,156.047,156.322,156.204,151.576,154.026,155.101,154.960,154.743,157.364,156.992,156.376,157.672,155.271,156.047,156.322,156.204,3.1,0.5,0.2,-0.1,0.5,0.2,-0.1,0.000,0.73,S-Oct. 2023,-1.5,0.003,1.39,S-Jan. 2022,1.0
3,Other food at home,2.193,264.746,266.612,268.567,269.657,269.999,269.995,271.276,271.648,271.561,272.215,270.250,270.223,271.600,266.452,267.301,268.438,268.764,269.582,269.451,270.004,270.713,271.272,271.695,271.263,271.752,273.326,2.6,-0.7,0.0,0.5,-0.2,0.2,0.6,0.013,0.23,L-Jan. 2023,0.7,0.060,0.35,S-Aug. 2021,1.5
4,Sugar and sweets(4),0.295,275.471,276.775,276.160,276.858,277.906,282.813,283.315,285.144,286.040,284.572,284.194,284.861,287.715,275.471,276.775,276.160,276.858,277.906,282.813,283.315,285.144,286.040,284.572,284.194,284.861,287.715,4.4,-0.1,0.2,1.0,-0.1,0.2,1.0,0.003,0.50,L-Jun. 2023,1.8,0.013,0.94,S-Nov. 2021,3.8
5,Sugar and sugar substitutes,0.042,246.607,252.100,251.335,252.124,254.136,258.142,260.529,263.001,264.241,266.733,257.840,258.686,264.277,247.978,251.860,251.684,252.948,253.826,257.065,258.423,260.568,260.654,263.550,262.085,264.380,265.746,7.2,-3.3,0.3,2.2,-0.6,0.9,0.5,0.000,0.53,S-Nov. 2023,-0.6,0.003,1.21,L-Oct. 2023,8.8
5,Candy and chewing gum(5),0.192,186.999,186.574,186.643,187.326,187.949,192.062,192.344,193.059,193.493,192.176,193.398,193.973,195.837,184.776,185.526,185.759,188.097,189.279,192.635,193.735,193.961,193.537,192.543,193.444,192.868,193.509,4.7,0.6,0.3,1.0,0.5,-0.3,0.3,0.001,0.71,L-Nov. 2023,0.5,0.009,1.30,S-Dec. 2021,4.5
5,Other sweets(5),0.061,188.628,191.259,189.583,189.408,189.900,191.259,190.917,193.264,194.169,192.388,191.773,191.783,192.426,189.108,191.543,189.563,189.506,189.937,190.472,189.843,192.272,192.593,192.130,192.907,194.319,192.916,2.0,-0.3,0.0,0.3,0.4,0.7,-0.7,0.000,0.89,S-Mar. 2023,-1.0,0.001,1.59,S-Oct. 2023,1.3
4,Fats and oils,0.252,310.036,311.318,309.071,308.073,309.980,307.520,309.399,309.632,308.824,314.283,310.139,312.639,315.941,309.834,310.729,309.329,308.290,309.153,308.114,307.762,308.454,306.664,312.235,313.726,316.591,315.736,1.9,-1.3,0.8,1.1,0.5,0.9,-0.3,-0.001,0.49,S-Sep. 2023,-0.6,0.005,0.91,S-Apr. 2021,1.7
5,Butter and margarine(5),0.076,288.971,286.033,278.837,274.425,278.290,273.824,274.419,273.148,273.521,277.819,276.222,275.503,282.242,287.525,285.762,278.102,275.972,276.552,274.220,272.532,270.168,271.346,275.390,282.339,281.333,280.829,-2.3,-0.6,-0.3,2.4,2.5,-0.4,-0.2,0.000,0.83,L-Nov. 2023,2.5,-0.002,1.44,L-Nov. 2023,-1.0
6,Butter(6),,322.559,316.944,305.763,299.940,302.859,298.079,303.770,300.000,301.160,307.870,305.867,306.327,317.360,320.036,316.040,301.299,302.038,300.412,298.374,300.954,296.327,301.155,305.317,314.177,315.225,314.879,-1.6,-0.7,0.2,3.6,2.9,0.3,-0.1,,1.34,S-Aug. 2023,-1.5,,2.05,L-Nov. 2023,-0.9
6,Margarine(6),,477.158,484.077,476.712,473.619,483.588,476.599,465.363,466.156,468.481,470.966,461.449,463.041,467.498,483.091,484.760,479.018,473.816,480.267,473.628,463.715,461.867,460.380,466.993,471.463,468.351,473.311,-2.0,-2.0,0.3,1.0,1.0,-0.7,1.1,,1.62,L-Oct. 2023,1.4,,2.31,S-Dec. 2019,-2.0
5,Salad dressing(4)(5),0.060,171.163,172.011,174.880,173.041,173.310,170.632,173.065,176.775,173.802,176.117,173.319,174.743,174.534,171.163,172.011,174.880,173.041,173.310,170.632,173.065,176.775,173.802,176.117,173.319,174.743,174.534,2.0,-1.6,0.8,-0.1,-1.6,0.8,-0.1,0.000,1.11,S-Nov. 2023,-1.6,0.001,1.66,S-Nov. 2023,2.0
5,Other fats and oils including peanut butter(5),0.116,212.775,215.866,214.450,216.558,217.222,217.617,218.629,217.250,217.738,222.388,218.618,222.006,223.673,212.861,214.441,215.829,215.456,216.873,217.301,217.093,217.803,217.520,221.314,220.508,224.059,223.763,5.1,-1.7,1.5,0.8,-0.4,1.6,-0.1,0.000,0.71,S-Nov. 2023,-0.4,0.006,1.58,S-Sep. 2023,5.0
6,Peanut butter(4)(5)(6),,187.269,191.894,187.431,188.993,187.344,186.378,186.548,189.187,190.364,193.171,189.144,193.985,194.059,187.269,191.894,187.431,188.993,187.344,186.378,186.548,189.187,190.364,193.171,189.144,193.985,194.059,3.6,-2.1,2.6,0.0,-2.1,2.6,0.0,,0.97,S-Nov. 2023,-2.1,,2.21,L-Apr. 2023,4.4
5,Other foods,1.646,279.029,281.225,284.346,285.872,285.912,285.382,286.826,286.995,286.826,287.266,285.150,284.666,285.627,281.425,282.260,284.133,284.602,285.443,284.548,285.275,285.852,286.710,286.815,286.082,286.266,288.078,2.4,-0.7,-0.2,0.3,-0.3,0.1,0.6,0.010,0.29,L-Mar. 2023,0.7,0.042,0.42,–,–
6,Soups,0.095,304.929,308.897,312.678,316.550,321.022,322.954,320.836,323.235,312.019,305.878,303.465,303.199,306.698,313.906,312.708,313.083,312.994,314.612,315.184,312.526,315.789,309.907,309.981,312.251,312.464,315.728,0.6,-0.8,-0.1,1.2,0.7,0.1,1.0,0.001,1.01,L-Aug. 2023,1.0,0.001,1.86,–,–
6,Frozen and freeze dried prepared foods,0.261,209.115,210.625,213.796,215.210,215.438,214.324,216.530,215.661,214.354,213.197,210.543,212.981,211.474,211.986,212.608,214.828,214.551,214.757,213.548,213.958,213.950,214.094,213.059,211.385,213.086,214.376,1.1,-1.2,1.2,-0.7,-0.8,0.8,0.6,0.002,0.62,S-Nov. 2023,-0.8,0.003,1.04,L-Oct. 2023,1.2
6,Snacks,0.349,304.771,306.191,312.833,316.614,315.683,310.783,314.181,314.032,316.589,317.664,312.105,310.956,310.667,309.418,308.182,312.175,313.631,316.008,309.382,312.876,312.962,316.624,315.194,312.411,313.505,315.405,1.9,-1.7,-0.4,-0.1,-0.9,0.4,0.6,0.002,0.66,L-Sep. 2023,1.2,0.007,0.93,S-Sep. 2021,1.9
6,"Spices, seasonings, condiments, sauces",0.322,296.992,302.142,303.701,303.010,305.094,304.692,305.599,307.903,306.169,308.614,304.465,303.103,310.732,297.630,300.418,300.864,302.242,303.916,304.992,305.261,305.570,306.013,308.058,308.400,308.250,311.398,4.6,-1.3,-0.4,2.5,0.1,0.0,1.0,0.003,0.49,L-Dec. 2022,1.0,0.016,0.80,L-Nov. 2023,5.2
7,Salt and other seasonings and spices(5)(6),,182.566,185.828,189.390,185.177,187.003,187.271,186.765,189.360,186.494,188.199,186.556,183.647,188.461,183.147,184.346,185.876,184.829,185.448,186.480,185.565,187.610,187.508,189.161,189.718,188.696,189.061,3.2,-0.9,-1.6,2.6,0.3,-0.5,0.2,,0.85,L-Nov. 2023,0.3,,1.42,S-Aug. 2023,3.2
7,"Olives, pickles, relishes(4)(5)(6)",,182.957,184.340,186.398,187.276,186.467,184.395,186.086,185.198,184.684,188.165,189.168,188.935,187.583,182.957,184.340,186.398,187.276,186.467,184.395,186.086,185.198,184.684,188.165,189.168,188.935,187.583,2.5,0.5,-0.1,-0.7,0.5,-0.1,-0.7,,0.87,S-Jun. 2023,-1.1,,2.13,S-Oct. 2021,2.2
7,Sauces and gravies(5)(6),,174.761,178.416,179.702,179.364,180.844,180.093,180.676,182.988,183.010,184.237,183.020,182.894,186.525,175.098,177.733,178.120,178.772,180.256,180.619,180.719,181.707,182.303,183.736,185.020,186.028,186.886,6.7,-0.7,-0.1,2.0,0.7,0.5,0.5,,0.67,–,–,,1.28,–,–
7,Other condiments(6),,344.226,345.214,345.527,340.530,354.428,357.010,361.279,349.266,339.517,338.391,326.314,327.083,358.436,344.506,344.153,343.445,340.514,351.027,351.571,357.617,345.055,339.696,340.412,334.770,335.641,358.727,4.1,-3.6,0.2,9.6,-1.7,0.3,6.9,,0.85,L-Jan. 2009,10.3,,4.01,L-Nov. 2023,5.0
6,Baby food and formula(4)(5),0.048,204.744,205.838,205.068,213.793,216.328,213.534,214.841,215.686,220.633,222.817,222.026,220.871,222.490,204.744,205.838,205.068,213.793,216.328,213.534,214.841,215.686,220.633,222.817,222.026,220.871,222.490,8.7,-0.4,-0.5,0.7,-0.4,-0.5,0.7,0.000,0.89,L-Oct. 2023,1.0,0.003,1.81,L-Sep. 2023,9.2
6,Other miscellaneous foods(5),0.572,166.645,167.314,168.529,168.839,167.947,169.094,169.513,169.154,169.814,170.272,170.980,170.224,169.685,167.314,167.965,168.712,168.670,168.765,168.882,168.599,169.203,169.998,170.075,170.263,169.787,170.366,1.8,0.4,-0.4,-0.3,0.1,-0.3,0.3,0.002,0.51,L-Sep. 2023,0.5,0.012,0.89,S-Aug. 2021,1.1
7,Prepared salads(6)(7),,158.123,159.002,159.807,158.044,153.161,153.889,155.546,152.834,155.488,157.393,156.599,157.704,157.465,156.412,156.823,159.003,158.162,155.365,155.392,156.034,155.096,156.045,157.495,155.709,156.102,155.761,-0.4,-0.5,0.7,-0.2,-1.1,0.3,-0.2,,0.82,S-Nov. 2023,-1.1,,1.58,S-Aug. 2023,-1.3
2,Food away from home(4),5.388,345.677,347.869,349.944,351.237,352.892,354.245,354.862,356.083,357.488,358.824,360.383,361.564,363.249,345.677,347.869,349.944,351.237,352.892,354.245,354.862,356.083,357.488,358.824,360.383,361.564,363.249,5.1,0.4,0.3,0.5,0.4,0.3,0.5,0.025,0.07,L-May 2023,0.5,0.246,0.51,S-Sep. 2021,4.7
3,Full service meals and snacks(4)(5),2.474,213.792,214.996,216.558,216.852,217.744,218.301,218.655,219.097,219.918,220.572,221.574,222.175,222.981,213.792,214.996,216.558,216.852,217.744,218.301,218.655,219.097,219.918,220.572,221.574,222.175,222.981,4.3,0.5,0.3,0.4,0.5,0.3,0.4,0.009,0.10,L-Nov. 2023,0.5,0.099,0.43,S-Nov. 2023,4.3
3,Limited service meals and snacks(4)(5),2.523,226.409,228.070,229.128,230.419,231.665,232.640,233.174,233.911,234.755,235.997,236.999,238.000,239.515,226.409,228.070,229.128,230.419,231.665,232.640,233.174,233.911,234.755,235.997,236.999,238.000,239.515,5.8,0.4,0.4,0.6,0.4,0.4,0.6,0.016,0.12,L-Apr. 2023,0.6,0.131,0.32,S-Oct. 2020,5.7
3,Food at employee sites and schools(4)(5),0.080,192.829,192.362,192.711,192.554,193.125,193.222,193.484,197.299,197.883,198.238,199.124,198.967,198.737,192.829,192.362,192.711,192.554,193.125,193.222,193.484,197.299,197.883,198.238,199.124,198.967,198.737,3.1,0.4,-0.1,-0.1,0.4,-0.1,-0.1,0.000,0.23,–,–,0.002,50.66,S-Jul. 2022,-13.9
4,Food at elementary and secondary schools(4)(6)(8),,191.879,191.617,192.250,192.280,191.786,191.830,,194.901,196.018,196.200,196.222,196.003,196.001,191.879,191.617,192.250,192.280,191.786,191.830,,194.901,196.018,196.200,196.222,196.003,196.001,2.1,0.0,-0.1,0.0,0.0,-0.1,0.0,,0.12,L-Nov. 2023,0.0,,65.81,S-Oct. 2023,-22.2
3,Food from vending machines and mobile vendors(4)(5),0.050,208.792,211.561,213.263,213.920,219.253,221.734,220.965,224.426,225.278,231.302,231.885,232.216,231.014,208.792,211.561,213.263,213.920,219.253,221.734,220.965,224.426,225.278,231.302,231.885,232.216,231.014,10.6,0.3,0.1,-0.5,0.3,0.1,-0.5,0.000,0.47,S-Dec. 2021,-1.5,0.003,2.27,S-Sep. 2022,7.2
3,Other food away from home(4)(5),0.261,224.386,225.682,227.327,230.117,230.426,234.295,233.605,237.690,240.429,238.267,239.041,239.135,239.526,224.386,225.682,227.327,230.117,230.426,234.295,233.605,237.690,240.429,238.267,239.041,239.135,239.526,6.7,0.3,0.0,0.2,0.3,0.0,0.2,0.000,0.26,L-Nov. 2023,0.3,0.011,0.84,L-Nov. 2023,7.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Energy,6.655,283.330,281.673,279.084,283.352,279.816,283.854,284.828,294.328,296.004,286.754,277.029,269.375,270.420,290.504,289.216,281.399,283.473,275.071,276.411,276.352,288.392,291.710,285.488,281.042,280.443,277.897,-4.6,-3.4,-2.8,0.4,-1.6,-0.2,-0.9,-0.063,0.20,S-Nov. 2023,-1.6,-0.322,0.38,S-Nov. 2023,-5.4
2,Energy commodities,3.539,305.643,309.280,311.160,325.269,319.876,321.491,323.358,342.996,346.212,329.191,306.419,288.953,284.627,322.822,324.935,313.389,321.241,306.756,308.733,308.419,333.949,340.104,325.632,313.130,310.891,300.918,-6.9,-6.9,-5.7,-1.5,-3.8,-0.7,-3.2,-0.121,0.22,S-Nov. 2023,-3.8,-0.248,0.29,S-Nov. 2023,-9.8
3,Fuel oil and other fuels,0.167,430.693,408.338,397.426,382.076,358.143,353.809,358.648,381.562,402.969,403.263,396.814,382.609,385.388,417.589,392.992,383.785,382.466,366.167,362.490,370.104,395.957,411.343,396.278,392.414,382.583,373.663,-10.5,-1.6,-3.6,0.7,-1.0,-2.5,-2.3,-0.004,0.58,L-Nov. 2023,-1.0,-0.022,0.86,L-Sep. 2023,-5.6
4,Fuel oil,0.084,455.595,419.629,403.040,384.903,355.185,353.673,364.304,397.444,431.201,427.572,416.239,393.189,390.877,440.250,403.662,391.155,382.899,364.989,366.077,373.661,415.559,442.090,413.758,409.123,395.707,377.710,-14.2,-2.7,-5.5,-0.6,-1.1,-3.3,-4.5,-0.004,0.71,S-Oct. 2023,-6.4,-0.021,1.13,L-Sep. 2023,-5.1
4,"Propane, kerosene, and firewood(9)",0.083,457.114,461.744,461.775,449.857,434.590,422.917,415.361,419.189,416.331,425.713,429.254,432.646,441.538,443.341,444.212,441.345,444.588,439.570,432.645,430.874,434.154,429.824,428.987,428.361,426.823,428.233,-3.4,0.8,0.8,2.1,-0.1,-0.4,0.3,0.000,0.64,L-Aug. 2023,0.8,-0.002,1.24,L-Mar. 2023,-2.8
3,Motor fuel,3.372,297.413,302.153,304.575,319.843,315.310,317.170,318.891,338.207,340.600,322.975,299.696,282.246,277.709,315.760,319.021,307.477,315.659,301.384,303.591,302.933,328.218,333.914,319.599,306.832,304.945,294.840,-6.6,-7.2,-5.8,-1.6,-4.0,-0.6,-3.3,-0.120,0.22,S-Nov. 2023,-4.0,-0.226,0.29,S-Nov. 2023,-9.2
